transaction_id,user_id,size_bracketing_detected,historical_return_rate,payment_method,order_value_inr,high_risk_pincode,is_returned
pay_100402,cust_1162,0,0.17820362877951754,COD,11967,0,0
pay_100403,cust_1207,1,0.03777122896806175,UPI,8651,0,1
pay_100404,cust_1444,0,0.7106997547122808,COD,11500,1,1
pay_100405,cust_1168,0,0.38118310457751003,UPI,11003,0,0
pay_100406,cust_1483,0,0.5574848863095468,COD,8452,0,1
pay_100407,cust_1160,0,0.10002139609320133,COD,5555,0,0
pay_100408,cust_1067,0,0.19171261660128883,COD,6902,0,0
pay_100409,cust_1288,0,0.24496975051385883,Debit_Card,10781,0,0
pay_100410,cust_1397,0,0.029838501879117612,UPI,3172,0,0
pay_100411,cust_1276,0,0.04626769039552161,COD,6032,0,0
pay_100412,cust_1303,0,0.4130931388320118,UPI,6424,0,1
pay_100413,cust_1403,1,0.08786557325136791,UPI,11695,0,1
pay_100414,cust_1383,0,0.02493133078511686,COD,7585,0,0
pay_100415,cust_1391,0,0.21038392348825014,COD,9234,0,0
pay_100416,cust_1134,0,0.1518365088298182,COD,6364,0,0
pay_100417,cust_1194,0,0.20009969212378476,UPI,10816,0,0
pay_100418,cust_1400,1,0.07697513291157095,COD,2721,0,0
pay_100419,cust_1127,0,0.015014687454030019,COD,4360,0,0
pay_100420,cust_1032,0,0.2071602349498319,UPI,11965,0,1
pay_100421,cust_1175,0,0.05251520649786129,UPI,9928,0,0
pay_100422,cust_1459,0,0.02483075047869912,UPI,10836,0,0
pay_100423,cust_1442,0,0.17971890434439597,UPI,4753,0,0
pay_100424,cust_1370,0,0.06674828818088223,COD,5282,0,1
pay_100425,cust_1469,0,1.8403103081810475e-06,Debit_Card,8457,0,0
pay_100426,cust_1374,0,0.7774747876912872,COD,2266,0,0
pay_100427,cust_1021,0,0.1155324223875747,COD,4181,0,1
pay_100428,cust_1237,1,0.2881642202308524,UPI,9210,0,1
pay_100429,cust_1157,1,0.031451176334211906,COD,8982,1,1
pay_100430,cust_1037,0,0.07605046214076616,Credit_Card,6586,0,0
pay_100431,cust_1229,0,0.05476125470220136,COD,9464,0,0
pay_100432,cust_1364,0,0.0713375453089816,UPI,4165,1,0
pay_100433,cust_1050,0,0.1606979637255551,COD,11451,0,0
pay_100434,cust_1437,1,0.042300655672883374,UPI,5013,0,0
pay_100435,cust_1263,0,0.17603787247024255,UPI,1995,0,0
pay_100436,cust_1282,0,0.46199359196632767,COD,7322,0,0
pay_100437,cust_1026,0,0.13313694083700575,UPI,3572,0,0
pay_100438,cust_1225,0,0.17741322120682051,Debit_Card,9295,0,0
pay_100439,cust_1276,0,0.1257519233674148,Credit_Card,10029,0,0
pay_100440,cust_1285,0,0.22964798727608543,COD,5449,0,1
pay_100441,cust_1096,0,0.10877486387198382,UPI,7533,0,0
pay_100442,cust_1283,0,0.22733495936069895,UPI,11509,0,0
pay_100443,cust_1366,0,0.10919013857100361,UPI,9828,0,0
pay_100444,cust_1447,0,0.403334764911368,Credit_Card,4055,0,0
pay_100445,cust_1480,0,0.11180179034386382,UPI,7870,0,0
pay_100446,cust_1452,0,0.20353126581046757,UPI,5915,0,1
pay_100447,cust_1316,0,0.254725832948757,UPI,7459,0,0
pay_100448,cust_1303,0,0.012028998442085815,UPI,10607,0,0
pay_100449,cust_1146,0,0.30144554212658403,Credit_Card,7493,0,0
pay_100450,cust_1003,0,0.42157254428720137,COD,6521,0,0
pay_100451,cust_1034,0,0.36996629265094855,UPI,11792,0,0
pay_100452,cust_1191,1,0.5366978995069805,Credit_Card,4407,1,1
pay_100453,cust_1048,0,0.21179071612686745,Debit_Card,4414,0,0
pay_100454,cust_1016,0,0.05532411765296784,Credit_Card,11674,0,0
pay_100455,cust_1171,0,0.29159479963771145,COD,5370,0,1
pay_100456,cust_1219,0,0.11160512926588498,Credit_Card,10690,0,0
pay_100457,cust_1157,0,0.002322545843722945,Credit_Card,11839,0,0
pay_100458,cust_1476,0,0.028953560447984222,UPI,6585,0,0
pay_100459,cust_1045,0,0.07205741784067296,Debit_Card,8046,0,0
pay_100460,cust_1372,0,0.10582691457058303,Debit_Card,1895,1,0
pay_100461,cust_1005,0,0.14785481896146394,UPI,2438,0,0
pay_100462,cust_1098,0,0.17644602888090008,UPI,11328,0,0
pay_100463,cust_1379,0,0.05610790811544222,COD,4010,0,0
pay_100464,cust_1232,0,0.12009670184396713,Credit_Card,6136,1,0
pay_100465,cust_1036,0,0.05961611386603428,Credit_Card,3149,0,0
pay_100466,cust_1279,0,0.03579777392801892,COD,5190,0,0
pay_100467,cust_1348,0,0.5763422497896438,COD,4935,1,1
pay_100468,cust_1496,0,0.1487010537298692,Credit_Card,4701,0,1
pay_100469,cust_1301,0,0.29305406413802654,COD,5679,0,0
pay_100470,cust_1180,0,0.16695341933980487,COD,11983,0,1
pay_100471,cust_1094,0,0.1625745845241139,Credit_Card,9905,0,0
pay_100472,cust_1098,0,0.06198488993961354,Credit_Card,4737,0,0
pay_100473,cust_1187,0,0.016353788482215026,UPI,5362,0,0
pay_100474,cust_1480,0,0.4577795842613225,COD,1558,0,1
pay_100475,cust_1115,0,0.19231892105159726,Debit_Card,6438,0,0
pay_100476,cust_1190,0,0.044711422010838414,UPI,4471,0,0
pay_100477,cust_1252,1,0.2658982600707916,COD,11219,0,1
pay_100478,cust_1468,0,0.04191278720472083,Credit_Card,9814,0,0
pay_100479,cust_1415,1,0.02076877827734719,UPI,11128,0,1
pay_100480,cust_1470,0,0.3268996679412242,Credit_Card,10854,0,1
pay_100481,cust_1160,0,0.13998071153294656,Credit_Card,4845,0,0
pay_100482,cust_1255,0,0.21391366066756703,COD,3986,0,1
pay_100483,cust_1322,1,0.05998232484622815,UPI,2061,0,1
pay_100484,cust_1127,0,0.2953015237376987,COD,5481,0,1
pay_100485,cust_1017,0,0.2189515672974495,Credit_Card,7761,0,0
pay_100486,cust_1280,0,0.022751680516597407,UPI,3237,0,0
pay_100487,cust_1489,0,0.24293549831378142,COD,10596,0,1
pay_100488,cust_1222,0,0.13071478567168832,Credit_Card,5054,0,0
pay_100489,cust_1053,0,0.004560406378682763,UPI,11418,0,0
pay_100490,cust_1057,0,0.28404877470960305,Credit_Card,10626,0,0
pay_100491,cust_1322,0,0.014936320799428773,COD,8595,0,1
pay_100492,cust_1359,1,0.39840984973566734,UPI,9766,1,1
pay_100493,cust_1173,1,0.07873238657420058,UPI,1794,0,1
pay_100494,cust_1279,0,0.08882776011769643,UPI,9712,0,0
pay_100495,cust_1113,0,0.009663537127133574,UPI,10730,0,0
pay_100496,cust_1287,1,0.23818112702579375,COD,6830,0,1
pay_100497,cust_1430,0,0.12000556735836776,Credit_Card,6155,1,0
pay_100498,cust_1341,0,0.12349935255133254,UPI,2609,0,0
pay_100499,cust_1150,1,0.010234852874542451,UPI,5271,0,0
pay_100500,cust_1449,0,0.2554552042932951,UPI,10063,0,0
pay_100501,cust_1126,0,0.03729756349015459,COD,7623,0,0
pay_100502,cust_1154,0,0.2078172761607588,UPI,9147,0,0
pay_100503,cust_1489,1,0.03226972065396201,COD,2674,0,1
pay_100504,cust_1385,1,0.05077577546802266,Credit_Card,2664,0,0
pay_100505,cust_1473,1,0.020260277953365807,UPI,10784,0,1
pay_100506,cust_1272,0,0.08185501613607418,COD,10975,0,0
pay_100507,cust_1103,1,0.13258664457113664,Credit_Card,11703,0,0
pay_100508,cust_1416,0,0.15507610493122645,COD,10537,0,0
pay_100509,cust_1392,0,0.03412498662192342,COD,11683,0,1
pay_100510,cust_1298,0,0.02585175376604172,UPI,10212,0,1
pay_100511,cust_1245,0,0.17519608910553788,UPI,5966,0,0
pay_100512,cust_1175,0,0.11249117463877283,COD,7038,0,0
pay_100513,cust_1038,0,0.19827313044531797,UPI,8611,0,0
pay_100514,cust_1476,0,0.07015747950280084,UPI,9934,1,0
pay_100515,cust_1169,0,0.2916934954564558,UPI,4300,0,0
pay_100516,cust_1246,0,0.07535310209298438,UPI,6107,0,0
pay_100517,cust_1025,0,0.611691333049375,COD,8762,0,1
pay_100518,cust_1354,0,0.08980164216477876,UPI,11965,0,0
pay_100519,cust_1305,0,0.11864850198990287,Credit_Card,3041,0,0
pay_100520,cust_1408,0,0.2441140781200847,Debit_Card,4265,0,0
pay_100521,cust_1407,0,0.13381339535423378,Credit_Card,11806,0,0
pay_100522,cust_1012,0,0.15788574243920256,UPI,5991,1,1
pay_100523,cust_1315,0,0.04066596742516947,COD,4583,0,1
pay_100524,cust_1390,0,0.0002804671443405085,UPI,6856,0,0
pay_100525,cust_1312,1,0.0247117125401757,COD,3357,0,1
pay_100526,cust_1035,0,0.005826644737434443,COD,2269,0,0
pay_100527,cust_1172,0,0.09337912454210322,Credit_Card,2922,0,0
pay_100528,cust_1019,0,0.29115413240628546,Credit_Card,10098,0,0
pay_100529,cust_1320,1,0.4752857830496318,Credit_Card,4472,1,1
pay_100530,cust_1263,0,0.28815968610971454,UPI,3372,1,0
pay_100531,cust_1493,1,0.4165651751627605,COD,7099,0,1
pay_100532,cust_1399,0,0.03874116442878685,COD,3769,0,1
pay_100533,cust_1141,1,0.12688656920336747,UPI,6775,0,1
pay_100534,cust_1459,0,0.12225287877509143,Debit_Card,6249,0,1
pay_100535,cust_1370,1,0.2405927676502994,COD,8071,0,1
pay_100536,cust_1470,0,0.08676646567472926,COD,10873,0,0
pay_100537,cust_1142,0,0.10631074967625909,Credit_Card,6572,0,0
pay_100538,cust_1091,0,0.23619436546157796,Credit_Card,11131,0,0
pay_100539,cust_1353,0,0.03563186983515035,UPI,6963,0,0
pay_100540,cust_1321,0,0.2721342991052335,COD,8950,0,0
pay_100541,cust_1287,1,0.08871804455244262,UPI,9920,0,1
pay_100542,cust_1214,1,0.18532057679905428,Credit_Card,5459,0,0
pay_100543,cust_1446,0,0.12796534611154264,UPI,11585,0,0
pay_100544,cust_1341,0,0.4117595240441585,UPI,2813,0,1
pay_100545,cust_1050,0,0.016642363752213608,Credit_Card,9347,0,0
pay_100546,cust_1152,0,0.32950993215675684,COD,2570,0,1
pay_100547,cust_1185,0,0.19698442756614445,UPI,10666,0,0
pay_100548,cust_1062,0,0.1440871666356193,Credit_Card,11430,0,0
pay_100549,cust_1189,0,0.2324387495373829,UPI,4785,0,0
pay_100550,cust_1124,0,0.12273124159140086,UPI,10449,0,0
pay_100551,cust_1149,0,0.04585186244705841,Credit_Card,4595,0,0
pay_100552,cust_1313,0,0.2320786983300018,Credit_Card,1820,0,0
pay_100553,cust_1057,0,0.054853016455660444,UPI,3821,0,0
pay_100554,cust_1341,0,0.13054666010185978,UPI,2055,0,0
pay_100555,cust_1304,1,0.08664363251386559,UPI,6439,0,0
pay_100556,cust_1179,0,0.22421657103174883,UPI,6932,0,1
pay_100557,cust_1169,0,0.02004131756736239,COD,2886,0,1
pay_100558,cust_1325,0,0.020716926868657306,COD,6263,0,0
pay_100559,cust_1270,0,0.2875264248079955,UPI,8354,0,1
pay_100560,cust_1053,1,0.14996396399326523,Credit_Card,11696,0,0
pay_100561,cust_1490,0,0.1808076612212217,COD,11622,1,1
pay_100562,cust_1443,0,0.07889956210991868,UPI,9137,0,0
pay_100563,cust_1100,0,0.08428595235438499,COD,6341,0,1
pay_100564,cust_1480,1,0.07927558912727903,COD,11855,0,1
pay_100565,cust_1263,1,0.5105708340880661,UPI,5367,0,0
pay_100566,cust_1052,0,0.20104340110351057,UPI,5293,0,0
pay_100567,cust_1059,0,0.1871203564921192,COD,8873,0,0
pay_100568,cust_1491,0,0.1624381821048087,Credit_Card,4013,0,0
pay_100569,cust_1107,1,0.5576467834502091,UPI,5303,0,1
pay_100570,cust_1004,0,0.027529582685612033,UPI,3827,0,0
pay_100571,cust_1102,1,0.1058235943154971,Credit_Card,10309,0,0
pay_100572,cust_1195,0,0.2157437578093027,Debit_Card,3665,1,0
pay_100573,cust_1261,0,0.330245408709002,COD,4808,0,0
pay_100574,cust_1364,0,0.003707845382739325,COD,7952,0,1
pay_100575,cust_1479,0,0.00852449851777001,UPI,9567,0,0
pay_100576,cust_1371,0,0.0067954801826687694,Credit_Card,9142,0,0
pay_100577,cust_1349,0,0.058569364231753025,Credit_Card,7904,0,0
pay_100578,cust_1046,0,0.30047100743908567,Credit_Card,2492,0,0
pay_100579,cust_1354,0,0.07986006803991055,UPI,6924,0,0
pay_100580,cust_1310,0,0.579286302453407,COD,11069,0,1
pay_100581,cust_1423,0,0.20020737464174562,COD,5881,1,1
pay_100582,cust_1307,1,0.048844921251208775,Credit_Card,4674,0,0
pay_100583,cust_1143,1,0.06348313220749272,Debit_Card,6282,0,0
pay_100584,cust_1268,1,0.09701878435187573,UPI,10997,0,1
pay_100585,cust_1369,1,0.03124447548472695,Credit_Card,7060,1,1
pay_100586,cust_1123,0,0.227459447482699,Debit_Card,8960,0,0
pay_100587,cust_1105,0,0.10475805445004067,Credit_Card,4578,0,0
pay_100588,cust_1157,0,0.13833039120761784,COD,4483,0,0
pay_100589,cust_1146,0,0.12805409588290115,Debit_Card,8759,0,0
pay_100590,cust_1144,0,0.06593049428903597,UPI,7554,1,0
pay_100591,cust_1119,0,0.3834459712720742,COD,4023,0,1
pay_100592,cust_1318,0,0.03821248775454667,UPI,11177,0,0
pay_100593,cust_1274,0,0.3453780349778486,UPI,11792,0,0
pay_100594,cust_1091,0,0.13117276832760896,UPI,6081,0,0
pay_100595,cust_1057,0,0.07269703476958263,Credit_Card,7109,0,0
pay_100596,cust_1438,0,0.2700687428636528,COD,3501,0,0
pay_100597,cust_1345,0,0.08460452913995041,Credit_Card,2887,0,1
pay_100598,cust_1228,1,0.04167929424119376,COD,8052,0,0
pay_100599,cust_1473,0,0.28652008042555355,Credit_Card,2530,1,0
pay_100600,cust_1116,0,0.099097111525732,UPI,11457,0,0
pay_100601,cust_1317,1,0.23567697580548957,COD,2720,0,1
pay_100602,cust_1278,1,0.1822282048649846,UPI,7535,0,0
pay_100603,cust_1126,1,0.5319040207021112,UPI,11310,0,1
pay_100604,cust_1392,0,0.011076386243329961,Credit_Card,10955,0,0
pay_100605,cust_1395,0,0.06091174919068929,UPI,8023,0,0
pay_100606,cust_1128,0,0.06297648191923272,UPI,9574,0,0
pay_100607,cust_1057,0,0.010198847649360106,Debit_Card,10563,0,1
pay_100608,cust_1121,0,0.32843080873839464,Credit_Card,2334,0,0
pay_100609,cust_1000,0,0.15984389497499385,Credit_Card,10610,0,0
pay_100610,cust_1238,0,0.0522991211499766,COD,3224,1,0
pay_100611,cust_1289,0,0.05968869226990391,Credit_Card,8098,0,0
pay_100612,cust_1095,0,0.2801603547302876,COD,3913,0,1
pay_100613,cust_1125,0,0.06973733183550174,UPI,11005,0,0
pay_100614,cust_1117,0,0.01630762196237527,Credit_Card,7493,1,1
pay_100615,cust_1047,0,0.021323394506055172,COD,5998,0,0
pay_100616,cust_1088,0,0.08648081183856213,Credit_Card,3605,0,0
pay_100617,cust_1487,1,0.08924349120406658,COD,4068,0,0
pay_100618,cust_1236,0,0.09558383631165392,UPI,10830,0,0
pay_100619,cust_1372,0,0.0636932450730709,UPI,1709,0,0
pay_100620,cust_1384,0,0.24139937882002985,Credit_Card,10756,0,0
pay_100621,cust_1271,0,0.05722454098399073,UPI,6411,0,0
pay_100622,cust_1188,0,0.26948696594883204,COD,3720,1,1
pay_100623,cust_1486,0,0.05036093449124311,UPI,1733,0,1
pay_100624,cust_1191,0,0.27241698644488216,COD,2292,0,1
pay_100625,cust_1446,0,0.2524101234040551,COD,4610,0,0
pay_100626,cust_1068,1,0.06361807848569688,UPI,3666,0,0
pay_100627,cust_1277,0,0.04908225114689388,UPI,10026,0,0
pay_100628,cust_1348,0,0.014945834633240904,COD,11051,0,0
pay_100629,cust_1246,1,0.09361628420255737,COD,6693,0,1
pay_100630,cust_1450,1,0.14044103260021046,Credit_Card,2714,0,0
pay_100631,cust_1075,0,0.04583856049350478,UPI,5919,0,0
pay_100632,cust_1153,0,0.30717907987103343,Credit_Card,8814,0,0
pay_100633,cust_1143,0,0.022585934425718667,Debit_Card,9975,0,0
pay_100634,cust_1434,0,0.12774282980270976,UPI,1712,0,0
pay_100635,cust_1484,0,0.09857517353553635,COD,3158,0,0
pay_100636,cust_1085,0,0.07620818848442183,UPI,6524,0,0
pay_100637,cust_1184,0,0.024984633753021422,UPI,11109,0,0
pay_100638,cust_1284,1,0.21563957178532422,UPI,7417,0,1
pay_100639,cust_1461,1,0.1530898913893254,UPI,6641,0,1
pay_100640,cust_1219,0,0.021922774054544424,UPI,3294,0,0
pay_100641,cust_1068,0,0.06461631767781986,Credit_Card,7488,0,0
pay_100642,cust_1046,0,0.34710399963405286,UPI,9796,0,0
pay_100643,cust_1496,0,0.35234733387276784,UPI,7078,0,0
pay_100644,cust_1093,0,0.07612032973953528,UPI,7051,0,0
pay_100645,cust_1237,0,0.08511105012316487,COD,5345,0,0
pay_100646,cust_1445,0,0.3411659203299495,Credit_Card,8406,1,0
pay_100647,cust_1499,0,0.25050016768283406,Credit_Card,1878,0,0
pay_100648,cust_1452,0,0.07893024037996645,Credit_Card,4793,0,0
pay_100649,cust_1203,0,0.00012247028782686075,COD,4829,0,0
pay_100650,cust_1399,0,0.2007050799840754,UPI,6308,0,0
pay_100651,cust_1217,0,0.15719792835750176,Debit_Card,9437,0,0
pay_100652,cust_1473,1,0.3806984510526882,COD,1724,0,1
pay_100653,cust_1431,0,0.09231430604799136,Debit_Card,2237,0,1
pay_100654,cust_1340,0,0.1623992570025775,UPI,1735,0,0
pay_100655,cust_1038,0,0.23824525940860145,Debit_Card,2211,1,0
pay_100656,cust_1099,0,0.20065073788628193,UPI,7488,0,0
pay_100657,cust_1288,0,0.02191489944729752,Credit_Card,3388,0,0
pay_100658,cust_1253,0,0.043923404488602706,COD,8673,0,0
pay_100659,cust_1221,0,0.6311110431839372,UPI,2759,0,0
pay_100660,cust_1356,0,0.3231597796600571,COD,6746,0,1
pay_100661,cust_1022,1,0.018157067640655486,UPI,8771,0,1
pay_100662,cust_1249,0,0.14409321087724156,COD,2248,0,0
pay_100663,cust_1009,0,0.05743228010866422,Credit_Card,5051,0,0
pay_100664,cust_1245,1,0.1127001786676112,UPI,7900,0,1
pay_100665,cust_1324,0,0.0166003504815687,UPI,8143,0,0
pay_100666,cust_1099,1,0.04109506404767829,COD,10201,0,1
pay_100667,cust_1289,0,0.04711886160750673,UPI,3323,0,0
pay_100668,cust_1179,0,0.0039463401798129506,UPI,8352,1,0
pay_100669,cust_1222,0,0.03206725617036857,UPI,9277,1,0
pay_100670,cust_1393,0,0.006240235404713631,Debit_Card,5732,0,0
pay_100671,cust_1249,0,0.055680618500045284,Credit_Card,8019,0,0
pay_100672,cust_1146,0,0.1428791540958216,UPI,11826,0,1
pay_100673,cust_1441,0,0.3656414459322814,UPI,3277,0,0
pay_100674,cust_1095,0,0.04544360133048796,UPI,2722,1,0
pay_100675,cust_1256,0,0.04153481240873351,UPI,9130,0,0
pay_100676,cust_1324,1,0.040554635316736795,Credit_Card,3277,0,1
pay_100677,cust_1492,1,0.3174143017442197,COD,10996,0,1
pay_100678,cust_1003,1,0.03211942809911802,UPI,8990,0,1
pay_100679,cust_1015,0,0.022206141619974924,UPI,6359,0,0
pay_100680,cust_1279,0,0.157079233460904,UPI,10393,0,0
pay_100681,cust_1335,0,0.46635697653802055,COD,9618,0,1
pay_100682,cust_1246,0,0.19481602728992636,COD,4489,0,0
pay_100683,cust_1257,0,0.16219340898111498,COD,9843,0,0
pay_100684,cust_1496,0,0.019331530306784292,UPI,2825,0,0
pay_100685,cust_1475,0,0.18439464294478788,UPI,10993,0,0
pay_100686,cust_1383,0,0.24051498645150093,UPI,11403,0,0
pay_100687,cust_1159,0,0.07360688762524521,UPI,6627,0,0
pay_100688,cust_1474,0,0.05070676681371415,Credit_Card,10498,1,0
pay_100689,cust_1339,0,0.24329892444349394,COD,4222,1,0
pay_100690,cust_1151,1,0.17200678264067604,COD,6156,1,1
pay_100691,cust_1395,0,0.1117905709286475,COD,2825,0,0
pay_100692,cust_1177,0,0.017584614006484207,UPI,5633,0,0
pay_100693,cust_1162,0,0.21232145720363885,Debit_Card,10851,0,1
pay_100694,cust_1379,0,0.3376511793131907,UPI,4369,0,0
pay_100695,cust_1032,0,0.22249939467067228,UPI,2742,1,0
pay_100696,cust_1416,0,0.08239943482205532,COD,10039,0,0
pay_100697,cust_1444,0,0.11348507102189191,UPI,3331,0,0
pay_100698,cust_1178,0,0.3100693259779014,Credit_Card,3069,1,0
pay_100699,cust_1426,0,0.14999874207158767,UPI,8746,0,0
pay_100700,cust_1100,0,0.020354199225789748,Debit_Card,3418,0,0
pay_100701,cust_1267,1,0.5305089211779181,COD,7916,0,1
pay_100702,cust_1322,0,0.714766373683682,UPI,4732,0,1
pay_100703,cust_1064,0,0.017497480036332728,COD,5258,0,0
pay_100704,cust_1416,1,0.0929572859870067,UPI,7497,0,1
pay_100705,cust_1167,0,0.2695691382233422,Credit_Card,3855,0,0
pay_100706,cust_1329,0,0.27970371678387584,COD,11089,0,1
pay_100707,cust_1042,0,0.05231803017961928,Debit_Card,3324,0,0
pay_100708,cust_1043,0,0.15964155522822818,COD,8780,0,0
pay_100709,cust_1284,1,0.23093298248535649,UPI,5560,0,1
pay_100710,cust_1396,0,0.30122663478539574,Debit_Card,6824,0,0
pay_100711,cust_1011,1,0.045223801748001065,Debit_Card,1904,1,1
pay_100712,cust_1094,0,0.024210237012715193,COD,3221,0,0
pay_100713,cust_1301,0,0.0057856090217353025,UPI,6816,0,0
pay_100714,cust_1385,0,0.08394150396143014,COD,5345,0,0
pay_100715,cust_1252,0,0.22469069173890327,Credit_Card,5710,0,0
pay_100716,cust_1498,0,0.024023802112085966,UPI,1564,0,0
pay_100717,cust_1241,1,0.39705125463736646,Credit_Card,10991,0,1
pay_100718,cust_1034,0,0.012357392332394069,UPI,7882,0,0
pay_100719,cust_1214,1,0.5460090231429563,Credit_Card,11107,0,0
pay_100720,cust_1336,0,0.2927280301956497,COD,2468,0,1
pay_100721,cust_1089,1,0.11739033476993718,Credit_Card,1868,1,0
pay_100722,cust_1263,0,0.2400334542450701,Debit_Card,9924,0,0
pay_100723,cust_1092,0,0.03769053869495047,Credit_Card,3742,1,0
pay_100724,cust_1409,0,0.28216620894539024,UPI,6502,0,0
pay_100725,cust_1457,0,0.3691389236052486,UPI,4583,0,1
pay_100726,cust_1089,0,0.026743363271433396,Credit_Card,9573,0,0
pay_100727,cust_1417,0,0.05025326503686769,UPI,10612,0,1
pay_100728,cust_1114,0,0.3449482786769854,UPI,10380,0,0
pay_100729,cust_1104,1,0.0754117986845595,Credit_Card,2969,0,0
pay_100730,cust_1390,0,0.188818338748656,UPI,6225,0,0
pay_100731,cust_1195,0,0.15079034280903078,UPI,5759,0,0
pay_100732,cust_1313,0,0.18717847193479445,Credit_Card,5122,0,0
pay_100733,cust_1113,0,0.08738142863496856,UPI,11792,0,0
pay_100734,cust_1492,0,0.059825971887002415,COD,11957,0,1
pay_100735,cust_1074,0,0.04500792087121291,COD,2323,0,0
pay_100736,cust_1412,0,0.08095521097000342,COD,4931,0,0
pay_100737,cust_1375,0,0.07005462839060732,UPI,8028,0,0
pay_100738,cust_1419,0,0.27149712916889035,COD,5651,0,1
pay_100739,cust_1216,0,0.048731881051761405,COD,5713,0,1
pay_100740,cust_1276,0,0.0028255022251868437,COD,8920,0,0
pay_100741,cust_1248,0,0.017078521020770544,UPI,10489,1,0
pay_100742,cust_1163,0,0.07707872460112172,Debit_Card,2279,0,0
pay_100743,cust_1393,0,0.11616776373817193,COD,4392,0,0
pay_100744,cust_1356,0,0.041369202849022825,Credit_Card,7034,0,0
pay_100745,cust_1456,0,0.47614119256457993,Debit_Card,11585,0,0
pay_100746,cust_1407,0,0.06387874852968922,Credit_Card,4806,0,0
pay_100747,cust_1191,0,0.028033673415277,Credit_Card,4402,0,0
pay_100748,cust_1226,0,0.23667233720133724,UPI,5218,0,0
pay_100749,cust_1176,0,0.12146756085012517,Debit_Card,1521,0,0
pay_100750,cust_1098,0,0.023949690555734874,UPI,3000,0,0
pay_100751,cust_1495,0,0.09716217480008293,Credit_Card,10534,0,1
pay_100752,cust_1035,1,0.25697505252628167,UPI,11452,0,0
pay_100753,cust_1465,0,0.09954425761737991,Credit_Card,5141,0,0
pay_100754,cust_1496,0,0.10041469165769512,UPI,6712,0,0
pay_100755,cust_1486,0,0.456766455185904,Debit_Card,1691,0,1
pay_100756,cust_1095,0,0.1519232800559414,COD,10087,0,0
pay_100757,cust_1151,0,0.31994610104194593,UPI,8674,0,0
pay_100758,cust_1150,1,0.054669044450683595,UPI,6614,1,1
pay_100759,cust_1189,0,0.406596734694743,UPI,6162,0,0
pay_100760,cust_1223,0,0.23256974489200838,COD,5826,0,1
pay_100761,cust_1036,0,0.11392817519789315,Credit_Card,10565,0,0
pay_100762,cust_1267,0,0.021097272189381774,Credit_Card,5835,0,0
pay_100763,cust_1368,0,0.030146253156271317,UPI,9781,0,0
pay_100764,cust_1182,0,0.10754904031835723,Debit_Card,11971,0,0
pay_100765,cust_1012,0,0.03117948490027487,COD,10148,1,1
pay_100766,cust_1278,0,0.14610206841200296,COD,11972,0,0
pay_100767,cust_1216,0,0.046947708469107424,Debit_Card,10696,0,0
pay_100768,cust_1354,0,0.44499567594365286,UPI,6994,0,0
pay_100769,cust_1360,0,0.0786604859370687,UPI,10036,0,0
pay_100770,cust_1285,0,0.19731119924648455,UPI,4211,0,0
pay_100771,cust_1272,0,0.028058873187107806,UPI,9095,0,0
pay_100772,cust_1368,0,0.15019201789031703,UPI,7773,0,0
pay_100773,cust_1061,0,0.4162988509609179,UPI,7784,0,0
pay_100774,cust_1083,0,0.3934409631667814,UPI,10808,0,0
pay_100775,cust_1367,0,0.03356052033266124,COD,10317,1,0
pay_100776,cust_1216,0,0.3177549092533676,Debit_Card,11671,0,0
pay_100777,cust_1341,0,0.33222497818782704,COD,5494,0,0
pay_100778,cust_1396,0,0.0424370551241045,COD,3178,0,0
pay_100779,cust_1186,0,0.12575728089239283,UPI,9914,0,0
pay_100780,cust_1018,0,0.00560646170423694,COD,2243,1,0
pay_100781,cust_1176,0,0.08007020257826655,UPI,1962,0,0
pay_100782,cust_1099,1,0.015496717370333753,Debit_Card,3068,0,1
pay_100783,cust_1395,0,0.16500135064961605,UPI,3236,0,0
pay_100784,cust_1444,0,0.12544765720746828,COD,9403,0,0
pay_100785,cust_1232,0,0.03230540361717344,UPI,8502,1,0
pay_100786,cust_1402,1,0.08544396911076217,UPI,10356,0,0
pay_100787,cust_1075,0,0.17453008846647586,COD,2856,0,1
pay_100788,cust_1264,0,0.011514011275600887,UPI,2514,0,0
pay_100789,cust_1454,0,0.01594520726792539,Debit_Card,11824,1,0
pay_100790,cust_1283,0,0.05983013864815596,COD,2554,0,0
pay_100791,cust_1205,0,0.12019937199971702,COD,3264,0,1
pay_100792,cust_1222,1,0.030403888513833712,COD,7509,0,1
pay_100793,cust_1383,0,0.01858967654232094,COD,5958,0,0
pay_100794,cust_1051,0,0.17675866636124363,UPI,11104,0,0
pay_100795,cust_1338,0,0.09016320896740444,COD,2167,0,1
pay_100796,cust_1366,0,0.046977762802786385,Debit_Card,4870,0,0
pay_100797,cust_1143,0,0.06631447181296506,Debit_Card,7476,0,0
pay_100798,cust_1372,0,0.19496617900167199,UPI,2894,0,0
pay_100799,cust_1068,0,0.5764488914679085,Debit_Card,9790,0,0
pay_100800,cust_1098,0,0.17003066919708026,COD,5570,0,1
pay_100801,cust_1395,0,0.00022276292204318144,COD,8482,0,0
pay_100802,cust_1024,0,0.030819718913451512,Credit_Card,10113,1,1
pay_100803,cust_1435,1,0.0019211751411639083,UPI,7099,0,1
pay_100804,cust_1378,0,0.05879794493853344,UPI,5150,0,0
